#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  4904   0.209688E+00  -0.995025E-02   0.309488E-07  -0.995025E-02   0.675226E-02  -0.434348E-10   0.309488E-07  -0.434348E-10   0.348207E-09
  4905   0.209377E+00  -0.991847E-02   0.309011E-07  -0.991847E-02   0.672081E-02  -0.442413E-10   0.309011E-07  -0.442413E-10   0.348031E-09
  4906   0.209066E+00  -0.988603E-02   0.308487E-07  -0.988603E-02   0.668947E-02  -0.450354E-10   0.308487E-07  -0.450354E-10   0.347855E-09
  4907   0.208755E+00  -0.985292E-02   0.307918E-07  -0.985292E-02   0.665824E-02  -0.458173E-10   0.307918E-07  -0.458173E-10   0.347680E-09
  4908   0.208443E+00  -0.981907E-02   0.307309E-07  -0.981907E-02   0.662711E-02  -0.465868E-10   0.307309E-07  -0.465868E-10   0.347504E-09
  4909   0.208131E+00  -0.978455E-02   0.306661E-07  -0.978455E-02   0.659611E-02  -0.473439E-10   0.306661E-07  -0.473439E-10   0.347329E-09
  4910   0.207818E+00  -0.974937E-02   0.305977E-07  -0.974937E-02   0.656522E-02  -0.480885E-10   0.305977E-07  -0.480885E-10   0.347154E-09
  4911   0.207505E+00  -0.971360E-02   0.305259E-07  -0.971360E-02   0.653446E-02  -0.488206E-10   0.305259E-07  -0.488206E-10   0.346978E-09
  4912   0.207191E+00  -0.967717E-02   0.304511E-07  -0.967717E-02   0.650381E-02  -0.495401E-10   0.304511E-07  -0.495401E-10   0.346803E-09
  4913   0.206877E+00  -0.964007E-02   0.303735E-07  -0.964007E-02   0.647332E-02  -0.502469E-10   0.303735E-07  -0.502469E-10   0.346628E-09
  4914   0.206562E+00  -0.960245E-02   0.302934E-07  -0.960245E-02   0.644294E-02  -0.509411E-10   0.302934E-07  -0.509411E-10   0.346453E-09
  4915   0.206247E+00  -0.956417E-02   0.302110E-07  -0.956417E-02   0.641271E-02  -0.516224E-10   0.302110E-07  -0.516224E-10   0.346279E-09
  4916   0.205930E+00  -0.952530E-02   0.301267E-07  -0.952530E-02   0.638262E-02  -0.522910E-10   0.301267E-07  -0.522910E-10   0.346104E-09
  4917   0.205614E+00  -0.948583E-02   0.300406E-07  -0.948583E-02   0.635267E-02  -0.529467E-10   0.300406E-07  -0.529467E-10   0.345929E-09
  4918   0.205296E+00  -0.944578E-02   0.299531E-07  -0.944578E-02   0.632287E-02  -0.535895E-10   0.299531E-07  -0.535895E-10   0.345755E-09
  4919   0.204977E+00  -0.940521E-02   0.298645E-07  -0.940521E-02   0.629323E-02  -0.542193E-10   0.298645E-07  -0.542193E-10   0.345580E-09
  4920   0.204658E+00  -0.936413E-02   0.297749E-07  -0.936413E-02   0.626374E-02  -0.548361E-10   0.297749E-07  -0.548361E-10   0.345406E-09
  4921   0.204338E+00  -0.932245E-02   0.296848E-07  -0.932245E-02   0.623440E-02  -0.554397E-10   0.296848E-07  -0.554397E-10   0.345232E-09
  4922   0.204017E+00  -0.928034E-02   0.295943E-07  -0.928034E-02   0.620523E-02  -0.560302E-10   0.295943E-07  -0.560302E-10   0.345058E-09
  4923   0.203695E+00  -0.923770E-02   0.295037E-07  -0.923770E-02   0.617621E-02  -0.566076E-10   0.295037E-07  -0.566076E-10   0.344883E-09
  4924   0.203373E+00  -0.919456E-02   0.294132E-07  -0.919456E-02   0.614737E-02  -0.571716E-10   0.294132E-07  -0.571716E-10   0.344710E-09
  4925   0.203050E+00  -0.915089E-02   0.293233E-07  -0.915089E-02   0.611870E-02  -0.577224E-10   0.293233E-07  -0.577224E-10   0.344536E-09
  4926   0.202725E+00  -0.910686E-02   0.292341E-07  -0.910686E-02   0.609021E-02  -0.582597E-10   0.292341E-07  -0.582597E-10   0.344362E-09
  4927   0.202400E+00  -0.906232E-02   0.291458E-07  -0.906232E-02   0.606189E-02  -0.587836E-10   0.291458E-07  -0.587836E-10   0.344188E-09
  4928   0.202074E+00  -0.901733E-02   0.290589E-07  -0.901733E-02   0.603375E-02  -0.592941E-10   0.290589E-07  -0.592941E-10   0.344015E-09
  4929   0.201747E+00  -0.897197E-02   0.289735E-07  -0.897197E-02   0.600579E-02  -0.597910E-10   0.289735E-07  -0.597910E-10   0.343841E-09
  4930   0.201418E+00  -0.892610E-02   0.288899E-07  -0.892610E-02   0.597801E-02  -0.602743E-10   0.288899E-07  -0.602743E-10   0.343668E-09
  4931   0.201090E+00  -0.887994E-02   0.288083E-07  -0.887994E-02   0.595042E-02  -0.607440E-10   0.288083E-07  -0.607440E-10   0.343494E-09
  4932   0.200759E+00  -0.883334E-02   0.287292E-07  -0.883334E-02   0.592303E-02  -0.611999E-10   0.287292E-07  -0.611999E-10   0.343321E-09
  4933   0.200428E+00  -0.878637E-02   0.286526E-07  -0.878637E-02   0.589581E-02  -0.616421E-10   0.286526E-07  -0.616421E-10   0.343148E-09
  4934   0.200095E+00  -0.873903E-02   0.285790E-07  -0.873903E-02   0.586880E-02  -0.620705E-10   0.285790E-07  -0.620705E-10   0.342975E-09
  4935   0.199761E+00  -0.869141E-02   0.285085E-07  -0.869141E-02   0.584198E-02  -0.624850E-10   0.285085E-07  -0.624850E-10   0.342802E-09
  4936   0.199427E+00  -0.864341E-02   0.284415E-07  -0.864341E-02   0.581536E-02  -0.628855E-10   0.284415E-07  -0.628855E-10   0.342629E-09
  4937   0.199091E+00  -0.859505E-02   0.283781E-07  -0.859505E-02   0.578895E-02  -0.632721E-10   0.283781E-07  -0.632721E-10   0.342457E-09
  4938   0.198754E+00  -0.854647E-02   0.283187E-07  -0.854647E-02   0.576274E-02  -0.636446E-10   0.283187E-07  -0.636446E-10   0.342284E-09
  4939   0.198416E+00  -0.849760E-02   0.282636E-07  -0.849760E-02   0.573673E-02  -0.640030E-10   0.282636E-07  -0.640030E-10   0.342111E-09
  4940   0.198078E+00  -0.844844E-02   0.282130E-07  -0.844844E-02   0.571093E-02  -0.643473E-10   0.282130E-07  -0.643473E-10   0.341939E-09
  4941   0.197737E+00  -0.839898E-02   0.281672E-07  -0.839898E-02   0.568534E-02  -0.646773E-10   0.281672E-07  -0.646773E-10   0.341767E-09
  4942   0.197396E+00  -0.834931E-02   0.281265E-07  -0.834931E-02   0.565996E-02  -0.649931E-10   0.281265E-07  -0.649931E-10   0.341594E-09
  4943   0.197054E+00  -0.829949E-02   0.280910E-07  -0.829949E-02   0.563480E-02  -0.652945E-10   0.280910E-07  -0.652945E-10   0.341422E-09
  4944   0.196710E+00  -0.824939E-02   0.280612E-07  -0.824939E-02   0.560985E-02  -0.655816E-10   0.280612E-07  -0.655816E-10   0.341250E-09
  4945   0.196366E+00  -0.819906E-02   0.280372E-07  -0.819906E-02   0.558511E-02  -0.658542E-10   0.280372E-07  -0.658542E-10   0.341078E-09
  4946   0.196020E+00  -0.814859E-02   0.280194E-07  -0.814859E-02   0.556060E-02  -0.661124E-10   0.280194E-07  -0.661124E-10   0.340906E-09
  4947   0.195672E+00  -0.809791E-02   0.280080E-07  -0.809791E-02   0.553630E-02  -0.663560E-10   0.280080E-07  -0.663560E-10   0.340734E-09
  4948   0.195324E+00  -0.804708E-02   0.280033E-07  -0.804708E-02   0.551221E-02  -0.665850E-10   0.280033E-07  -0.665850E-10   0.340563E-09
  4949   0.194975E+00  -0.799611E-02   0.280056E-07  -0.799611E-02   0.548835E-02  -0.667993E-10   0.280056E-07  -0.667993E-10   0.340391E-09
  4950   0.194624E+00  -0.794499E-02   0.280150E-07  -0.794499E-02   0.546471E-02  -0.669989E-10   0.280150E-07  -0.669989E-10   0.340220E-09
  4951   0.194273E+00  -0.789381E-02   0.280319E-07  -0.789381E-02   0.544129E-02  -0.671838E-10   0.280319E-07  -0.671838E-10   0.340048E-09
  4952   0.193919E+00  -0.784249E-02   0.280561E-07  -0.784249E-02   0.541810E-02  -0.673542E-10   0.280561E-07  -0.673542E-10   0.339877E-09
  4953   0.193565E+00  -0.779109E-02   0.280874E-07  -0.779109E-02   0.539514E-02  -0.675103E-10   0.280874E-07  -0.675103E-10   0.339706E-09
  4954   0.193210E+00  -0.773963E-02   0.281257E-07  -0.773963E-02   0.537239E-02  -0.676525E-10   0.281257E-07  -0.676525E-10   0.339535E-09
  4955   0.192854E+00  -0.768810E-02   0.281707E-07  -0.768810E-02   0.534988E-02  -0.677810E-10   0.281707E-07  -0.677810E-10   0.339363E-09
  4956   0.192496E+00  -0.763657E-02   0.282223E-07  -0.763657E-02   0.532759E-02  -0.678961E-10   0.282223E-07  -0.678961E-10   0.339193E-09
  4957   0.192137E+00  -0.758498E-02   0.282803E-07  -0.758498E-02   0.530554E-02  -0.679980E-10   0.282803E-07  -0.679980E-10   0.339022E-09
  4958   0.191777E+00  -0.753332E-02   0.283446E-07  -0.753332E-02   0.528371E-02  -0.680871E-10   0.283446E-07  -0.680871E-10   0.338851E-09
  4959   0.191416E+00  -0.748173E-02   0.284148E-07  -0.748173E-02   0.526211E-02  -0.681635E-10   0.284148E-07  -0.681635E-10   0.338680E-09
  4960   0.191054E+00  -0.743008E-02   0.284909E-07  -0.743008E-02   0.524074E-02  -0.682276E-10   0.284909E-07  -0.682276E-10   0.338510E-09
  4961   0.190691E+00  -0.737849E-02   0.285727E-07  -0.737849E-02   0.521960E-02  -0.682797E-10   0.285727E-07  -0.682797E-10   0.338339E-09
  4962   0.190327E+00  -0.732692E-02   0.286600E-07  -0.732692E-02   0.519869E-02  -0.683199E-10   0.286600E-07  -0.683199E-10   0.338169E-09
  4963   0.189962E+00  -0.727538E-02   0.287526E-07  -0.727538E-02   0.517801E-02  -0.683486E-10   0.287526E-07  -0.683486E-10   0.337998E-09
  4964   0.189595E+00  -0.722390E-02   0.288503E-07  -0.722390E-02   0.515756E-02  -0.683661E-10   0.288503E-07  -0.683661E-10   0.337828E-09
  4965   0.189228E+00  -0.717248E-02   0.289529E-07  -0.717248E-02   0.513735E-02  -0.683726E-10   0.289529E-07  -0.683726E-10   0.337658E-09
  4966   0.188860E+00  -0.712115E-02   0.290603E-07  -0.712115E-02   0.511736E-02  -0.683684E-10   0.290603E-07  -0.683684E-10   0.337488E-09
  4967   0.188490E+00  -0.706991E-02   0.291722E-07  -0.706991E-02   0.509761E-02  -0.683537E-10   0.291722E-07  -0.683537E-10   0.337318E-09
  4968   0.188118E+00  -0.701876E-02   0.292886E-07  -0.701876E-02   0.507808E-02  -0.683289E-10   0.292886E-07  -0.683289E-10   0.337148E-09
  4969   0.187747E+00  -0.696775E-02   0.294091E-07  -0.696775E-02   0.505878E-02  -0.682942E-10   0.294091E-07  -0.682942E-10   0.336979E-09
  4970   0.187373E+00  -0.691685E-02   0.295337E-07  -0.691685E-02   0.503972E-02  -0.682498E-10   0.295337E-07  -0.682498E-10   0.336809E-09
  4971   0.186999E+00  -0.686610E-02   0.296622E-07  -0.686610E-02   0.502089E-02  -0.681961E-10   0.296622E-07  -0.681961E-10   0.336639E-09
  4972   0.186625E+00  -0.681549E-02   0.297943E-07  -0.681549E-02   0.500228E-02  -0.681333E-10   0.297943E-07  -0.681333E-10   0.336470E-09
  4973   0.186248E+00  -0.676505E-02   0.299298E-07  -0.676505E-02   0.498390E-02  -0.680616E-10   0.299298E-07  -0.680616E-10   0.336300E-09
  4974   0.185871E+00  -0.671478E-02   0.300687E-07  -0.671478E-02   0.496575E-02  -0.679815E-10   0.300687E-07  -0.679815E-10   0.336131E-09
  4975   0.185494E+00  -0.666471E-02   0.302107E-07  -0.666471E-02   0.494784E-02  -0.678930E-10   0.302107E-07  -0.678930E-10   0.335962E-09
  4976   0.185115E+00  -0.661484E-02   0.303556E-07  -0.661484E-02   0.493015E-02  -0.677966E-10   0.303556E-07  -0.677966E-10   0.335793E-09
  4977   0.184736E+00  -0.656517E-02   0.305032E-07  -0.656517E-02   0.491269E-02  -0.676924E-10   0.305032E-07  -0.676924E-10   0.335624E-09
  4978   0.184355E+00  -0.651573E-02   0.306534E-07  -0.651573E-02   0.489545E-02  -0.675808E-10   0.306534E-07  -0.675808E-10   0.335455E-09
  4979   0.183975E+00  -0.646651E-02   0.308060E-07  -0.646651E-02   0.487845E-02  -0.674619E-10   0.308060E-07  -0.674619E-10   0.335286E-09
  4980   0.183592E+00  -0.641754E-02   0.309609E-07  -0.641754E-02   0.486166E-02  -0.673362E-10   0.309609E-07  -0.673362E-10   0.335117E-09
  4981   0.183210E+00  -0.636881E-02   0.311177E-07  -0.636881E-02   0.484510E-02  -0.672038E-10   0.311177E-07  -0.672038E-10   0.334949E-09
  4982   0.182827E+00  -0.632036E-02   0.312763E-07  -0.632036E-02   0.482876E-02  -0.670650E-10   0.312763E-07  -0.670650E-10   0.334780E-09
  4983   0.182443E+00  -0.627217E-02   0.314366E-07  -0.627217E-02   0.481265E-02  -0.669201E-10   0.314366E-07  -0.669201E-10   0.334612E-09
  4984   0.182059E+00  -0.622426E-02   0.315984E-07  -0.622426E-02   0.479675E-02  -0.667693E-10   0.315984E-07  -0.667693E-10   0.334443E-09
  4985   0.181673E+00  -0.617663E-02   0.317615E-07  -0.617663E-02   0.478107E-02  -0.666130E-10   0.317615E-07  -0.666130E-10   0.334275E-09
  4986   0.181288E+00  -0.612931E-02   0.319256E-07  -0.612931E-02   0.476561E-02  -0.664514E-10   0.319256E-07  -0.664514E-10   0.334107E-09
  4987   0.180901E+00  -0.608229E-02   0.320907E-07  -0.608229E-02   0.475037E-02  -0.662848E-10   0.320907E-07  -0.662848E-10   0.333939E-09
  4988   0.180515E+00  -0.603558E-02   0.322566E-07  -0.603558E-02   0.473533E-02  -0.661134E-10   0.322566E-07  -0.661134E-10   0.333771E-09
  4989   0.180127E+00  -0.598920E-02   0.324230E-07  -0.598920E-02   0.472052E-02  -0.659376E-10   0.324230E-07  -0.659376E-10   0.333603E-09
  4990   0.179740E+00  -0.594316E-02   0.325897E-07  -0.594316E-02   0.470591E-02  -0.657575E-10   0.325897E-07  -0.657575E-10   0.333435E-09
  4991   0.179351E+00  -0.589746E-02   0.327567E-07  -0.589746E-02   0.469152E-02  -0.655735E-10   0.327567E-07  -0.655735E-10   0.333267E-09
  4992   0.178962E+00  -0.585213E-02   0.329236E-07  -0.585213E-02   0.467734E-02  -0.653858E-10   0.329236E-07  -0.653858E-10   0.333099E-09
  4993   0.178573E+00  -0.580718E-02   0.330904E-07  -0.580718E-02   0.466337E-02  -0.651947E-10   0.330904E-07  -0.651947E-10   0.332932E-09
  4994   0.178183E+00  -0.576260E-02   0.332569E-07  -0.576260E-02   0.464962E-02  -0.650005E-10   0.332569E-07  -0.650005E-10   0.332764E-09
  4995   0.177793E+00  -0.571842E-02   0.334228E-07  -0.571842E-02   0.463608E-02  -0.648034E-10   0.334228E-07  -0.648034E-10   0.332597E-09
  4996   0.177402E+00  -0.567464E-02   0.335879E-07  -0.567464E-02   0.462274E-02  -0.646037E-10   0.335879E-07  -0.646037E-10   0.332430E-09
  4997   0.177011E+00  -0.563127E-02   0.337522E-07  -0.563127E-02   0.460962E-02  -0.644018E-10   0.337522E-07  -0.644018E-10   0.332263E-09
  4998   0.176620E+00  -0.558830E-02   0.339154E-07  -0.558830E-02   0.459669E-02  -0.641977E-10   0.339154E-07  -0.641977E-10   0.332095E-09
  4999   0.176228E+00  -0.554575E-02   0.340773E-07  -0.554575E-02   0.458396E-02  -0.639919E-10   0.340773E-07  -0.639919E-10   0.331928E-09
  5000   0.175836E+00  -0.550361E-02   0.342378E-07  -0.550361E-02   0.457144E-02  -0.637846E-10   0.342378E-07  -0.637846E-10   0.331762E-09
  5001   0.175444E+00  -0.546189E-02   0.343966E-07  -0.546189E-02   0.455911E-02  -0.635760E-10   0.343966E-07  -0.635760E-10   0.331595E-09
  5002   0.175051E+00  -0.542060E-02   0.345539E-07  -0.542060E-02   0.454697E-02  -0.633662E-10   0.345539E-07  -0.633662E-10   0.331428E-09
  5003   0.174658E+00  -0.537974E-02   0.347095E-07  -0.537974E-02   0.453502E-02  -0.631551E-10   0.347095E-07  -0.631551E-10   0.331261E-09
  5004   0.174264E+00  -0.533930E-02   0.348635E-07  -0.533930E-02   0.452326E-02  -0.629429E-10   0.348635E-07  -0.629429E-10   0.331095E-09
  5005   0.173871E+00  -0.529931E-02   0.350159E-07  -0.529931E-02   0.451169E-02  -0.627294E-10   0.350159E-07  -0.627294E-10   0.330928E-09
  5006   0.173479E+00  -0.525975E-02   0.351666E-07  -0.525975E-02   0.450029E-02  -0.625147E-10   0.351666E-07  -0.625147E-10   0.330762E-09
  5007   0.173085E+00  -0.522063E-02   0.353158E-07  -0.522063E-02   0.448908E-02  -0.622989E-10   0.353158E-07  -0.622989E-10   0.330596E-09
  5008   0.172691E+00  -0.518197E-02   0.354634E-07  -0.518197E-02   0.447804E-02  -0.620818E-10   0.354634E-07  -0.620818E-10   0.330429E-09
  5009   0.172298E+00  -0.514375E-02   0.356093E-07  -0.514375E-02   0.446718E-02  -0.618636E-10   0.356093E-07  -0.618636E-10   0.330263E-09
  5010   0.171904E+00  -0.510599E-02   0.357537E-07  -0.510599E-02   0.445648E-02  -0.616441E-10   0.357537E-07  -0.616441E-10   0.330097E-09
  5011   0.171511E+00  -0.506869E-02   0.358965E-07  -0.506869E-02   0.444595E-02  -0.614236E-10   0.358965E-07  -0.614236E-10   0.329931E-09
  5012   0.171118E+00  -0.503186E-02   0.360378E-07  -0.503186E-02   0.443560E-02  -0.612018E-10   0.360378E-07  -0.612018E-10   0.329765E-09
  5013   0.170725E+00  -0.499549E-02   0.361774E-07  -0.499549E-02   0.442540E-02  -0.609789E-10   0.361774E-07  -0.609789E-10   0.329600E-09
  5014   0.170331E+00  -0.495959E-02   0.363155E-07  -0.495959E-02   0.441536E-02  -0.607548E-10   0.363155E-07  -0.607548E-10   0.329434E-09
  5015   0.169938E+00  -0.492417E-02   0.364520E-07  -0.492417E-02   0.440548E-02  -0.605296E-10   0.364520E-07  -0.605296E-10   0.329268E-09
  5016   0.169546E+00  -0.488923E-02   0.365870E-07  -0.488923E-02   0.439576E-02  -0.603033E-10   0.365870E-07  -0.603033E-10   0.329103E-09
  5017   0.169154E+00  -0.485477E-02   0.367204E-07  -0.485477E-02   0.438619E-02  -0.600758E-10   0.367204E-07  -0.600758E-10   0.328938E-09
  5018   0.168761E+00  -0.482079E-02   0.368523E-07  -0.482079E-02   0.437677E-02  -0.598472E-10   0.368523E-07  -0.598472E-10   0.328772E-09
  5019   0.168370E+00  -0.478731E-02   0.369826E-07  -0.478731E-02   0.436750E-02  -0.596175E-10   0.369826E-07  -0.596175E-10   0.328607E-09
  5020   0.167978E+00  -0.475433E-02   0.371114E-07  -0.475433E-02   0.435837E-02  -0.593867E-10   0.371114E-07  -0.593867E-10   0.328442E-09
  5021   0.167587E+00  -0.472184E-02   0.372387E-07  -0.472184E-02   0.434938E-02  -0.591547E-10   0.372387E-07  -0.591547E-10   0.328277E-09
  5022   0.167197E+00  -0.468987E-02   0.373644E-07  -0.468987E-02   0.434054E-02  -0.589217E-10   0.373644E-07  -0.589217E-10   0.328112E-09
  5023   0.166806E+00  -0.465839E-02   0.374886E-07  -0.465839E-02   0.433182E-02  -0.586876E-10   0.374886E-07  -0.586876E-10   0.327947E-09
  5024   0.166417E+00  -0.462743E-02   0.376113E-07  -0.462743E-02   0.432324E-02  -0.584523E-10   0.376113E-07  -0.584523E-10   0.327782E-09
  5025   0.166028E+00  -0.459698E-02   0.377325E-07  -0.459698E-02   0.431480E-02  -0.582161E-10   0.377325E-07  -0.582161E-10   0.327618E-09
  5026   0.165639E+00  -0.456704E-02   0.378522E-07  -0.456704E-02   0.430648E-02  -0.579787E-10   0.378522E-07  -0.579787E-10   0.327453E-09
  5027   0.165251E+00  -0.453764E-02   0.379704E-07  -0.453764E-02   0.429829E-02  -0.577402E-10   0.379704E-07  -0.577402E-10   0.327288E-09
  5028   0.164863E+00  -0.450876E-02   0.380871E-07  -0.450876E-02   0.429022E-02  -0.575007E-10   0.380871E-07  -0.575007E-10   0.327124E-09
  5029   0.164477E+00  -0.448041E-02   0.382023E-07  -0.448041E-02   0.428227E-02  -0.572602E-10   0.382023E-07  -0.572602E-10   0.326960E-09
  5030   0.164091E+00  -0.445259E-02   0.383160E-07  -0.445259E-02   0.427444E-02  -0.570186E-10   0.383160E-07  -0.570186E-10   0.326795E-09
  5031   0.163705E+00  -0.442532E-02   0.384282E-07  -0.442532E-02   0.426672E-02  -0.567759E-10   0.384282E-07  -0.567759E-10   0.326631E-09
  5032   0.163320E+00  -0.439859E-02   0.385390E-07  -0.439859E-02   0.425911E-02  -0.565323E-10   0.385390E-07  -0.565323E-10   0.326467E-09
  5033   0.162936E+00  -0.437241E-02   0.386483E-07  -0.437241E-02   0.425162E-02  -0.562876E-10   0.386483E-07  -0.562876E-10   0.326303E-09
  5034   0.162553E+00  -0.434677E-02   0.387561E-07  -0.434677E-02   0.424423E-02  -0.560418E-10   0.387561E-07  -0.560418E-10   0.326139E-09
  5035   0.162171E+00  -0.432169E-02   0.388625E-07  -0.432169E-02   0.423694E-02  -0.557951E-10   0.388625E-07  -0.557951E-10   0.325976E-09
  5036   0.161790E+00  -0.429717E-02   0.389674E-07  -0.429717E-02   0.422976E-02  -0.555473E-10   0.389674E-07  -0.555473E-10   0.325812E-09
  5037   0.161410E+00  -0.427321E-02   0.390708E-07  -0.427321E-02   0.422268E-02  -0.552986E-10   0.390708E-07  -0.552986E-10   0.325648E-09
  5038   0.161030E+00  -0.424982E-02   0.391728E-07  -0.424982E-02   0.421569E-02  -0.550488E-10   0.391728E-07  -0.550488E-10   0.325485E-09
  5039   0.160651E+00  -0.422700E-02   0.392734E-07  -0.422700E-02   0.420880E-02  -0.547981E-10   0.392734E-07  -0.547981E-10   0.325321E-09
  5040   0.160274E+00  -0.420474E-02   0.393726E-07  -0.420474E-02   0.420199E-02  -0.545464E-10   0.393726E-07  -0.545464E-10   0.325158E-09
  5041   0.159898E+00  -0.418308E-02   0.394703E-07  -0.418308E-02   0.419528E-02  -0.542937E-10   0.394703E-07  -0.542937E-10   0.324995E-09
  5042   0.159523E+00  -0.416199E-02   0.395666E-07  -0.416199E-02   0.418865E-02  -0.540400E-10   0.395666E-07  -0.540400E-10   0.324831E-09
  5043   0.159148E+00  -0.414149E-02   0.396615E-07  -0.414149E-02   0.418210E-02  -0.537853E-10   0.396615E-07  -0.537853E-10   0.324668E-09
